term,slug,canonical,reading,meaning,senses,register,keigo,freq,jlpt,family,candidate_prereqs,fold_into_parent,confidence,review_reason,src_risk,src_volumes,src_glosses
to itsu (de) mo,to-itsu-de-mo,,,every time; whenever (per gloss 度に) — reconstruction uncertain,,casual-spoken|polite-spoken|written-modern,none,uncommon,N2,connective,tabi-ni,,low,ambiguous OCR 'to itsu (de) mo'; gloss→度に 'every time'; canonical unreconstructed,,I,<tabi ni>
to itta,to-itta,といった,といった,such as; like (giving representative examples),,casual-spoken|polite-spoken|written-modern,none,common,N2,particle,to-iu,,high,,,A,
to itta tokoro da,to-itta-tokoro-da,といったところだ,といったところだ,it's about ~; roughly; something like ~,,polite-spoken|written-modern,none,uncommon,N1,modality,to-itta,,high,,,A,
to ittara,to-ittara,といったら,といったら,speaking of ~; when it comes to ~ (also exclamatory 'how ~!'),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,,,B,<to ieba>
to itte,to-itte,といって,といって,saying that ~; just because ~ (often からといって),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,med,〜といって; overlaps からといって,,A,
to itte mo,to-itte-mo,といっても,といっても,even though I say ~; although ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,,,I,
to iu,to-iu,という,という,called ~; the ~ that (says); naming/quotative linker,,casual-spoken|polite-spoken|written-modern,none,essential,N4,quotation,,,high,,,A|B,<to demo iu beki> ;; <to itta> ;; <to no>
to iu fu ni,to-iu-fu-ni,というふうに,というふうに,in such a way that; like ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,to-iu,,high,,,I,
to iu ka,to-iu-ka,というか,というか,or rather; or should I say,,casual-spoken|polite-spoken,none,common,N2,connective,to-iu,,high,,,A,
to iu koto wa,to-iu-koto-wa,ということは,ということは,that is to say; which means that ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu,,high,,missing_only,I,<to iu no wa - koto da>
to iu no wa,to-iu-no-wa,というのは,というのは,the reason is that ~; meaning (introducing a definition/explanation),,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,to-iu,,high,,,A,<to wa>
to iu no wa~koto da,to-iu-no-wa-koto-da,というのは〜ことだ,というのは〜ことだ,X means that ~ (definition frame),,polite-spoken|written-modern,none,uncommon,N2,connective,to-iu-no-wa,,med,definition frame というのは〜ことだ; dup-suspect of to-iu-no-wa,missing_only,,
to iu noni,to-iu-noni,というのに,というのに,even though ~; despite the fact that ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu,,high,,,I,
to iu to,to-iu-to,というと,というと,speaking of ~; when you say ~ (then),,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,to-iu,,high,,,I,
to iu yori,to-iu-yori,というより,というより,rather than ~; more like ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,to-iu,,high,,,A,<to iu ka>
to iu yori (wa),to-iu-yori-wa,というよりは,というよりは,rather than ~ (than to say) — variant of というより,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu-yori,,med,dup-suspect of to-iu-yori (adds は),,I,
to iu yōna,to-iu-youna,というような,というような,such ~ as; ~ like (adnominal),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu,,high,,,A,<to itta>
to iu yōni,to-iu-youni,というように,というように,in such a way as ~; as if/that (manner),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-iu,,high,,,I,<to iu fu ni>
to iwan bakari ni,to-iwan-bakari-ni,と言わんばかりに,といわんばかりに,as if to say ~; almost saying ~,,written-modern|literary,none,uncommon,N1,connective,to-bakari-ni,,high,cf to-bakari-ni,,A,<to bakari ni>
to kitara,to-kitara,ときたら,ときたら,when it comes to ~; as for ~ (often critical),,casual-spoken|written-modern,none,uncommon,N1,connective,,,high,,,A|B,<ni itatte wa> ;; <taruya> ;; <to ieba>
to mo naku,to-mo-naku,ともなく,ともなく,without particular intention; somehow (~ともなく~),,written-modern|literary,none,uncommon,N1,connective,,,high,,,A,
to mo nashi ni,to-mo-nashi-ni,ともなしに,ともなしに,without conscious intent (= ともなく),,written-modern|literary,none,uncommon,N1,connective,to-mo-naku,,med,variant of to-mo-naku,,A,<to mo naku>
to mo sureba,to-mo-sureba,ともすれば,ともすれば,tend to; be apt/liable to ~,,written-modern,none,uncommon,N1,adverbial,,,high,,,A,<to mo suru to>
to mo suru to,to-mo-suru-to,ともすると,ともすると,tend to; apt to ~ (= ともすれば),,written-modern,none,uncommon,N1,adverbial,to-mo-sureba,,high,cf to-mo-sureba,,A,
to naku,to-naku,となく,となく,"indefinitely ~ (どこへともなく, 幾度となく)",,written-modern|literary,none,rare,N1,connective,to-mo-naku,,med,〜となく indefinite; related to to-mo-naku,,A,<to mo naku>
to narande,to-narande,と並んで,とならんで,alongside; on a par with,,polite-spoken|written-modern,none,uncommon,N2,connective,,,high,,,I,<to tomo ni>
to naru,to-naru,となる,となる,to become; to come to be (formal result),,polite-spoken|written-modern,none,common,N3,other,,,high,となる 'become' (formal result); cf になる,,I,
to naru to,to-naru-to,となると,となると,when it comes to ~; if it becomes the case that ~,,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,to-naru,,high,,,I,<to suru '>
to no,to-no,との,との,the ~ that (said) — quotative modifying a noun (= という before noun),,polite-spoken|written-modern,none,uncommon,N2,quotation,to-iu,,high,との adnominal quotative,,A,
to no koto,to-no-koto,とのこと,とのこと,I hear that ~; reportedly (reported information),,polite-spoken|written-modern,none,uncommon,N2,quotation,to-no,,high,,,A,<yoshi>
to onaji kurai,to-onaji-kurai,と同じくらい,とおなじくらい,about the same as; as ~ as,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,,,high,,,A,<-nami>
to onajiku,to-onajiku,と同じく,とおなじく,the same as; likewise,,polite-spoken|written-modern,none,uncommon,N2,connective,to-onaji-kurai,,high,,,I,<to tomo ni>
to shite,to-shite,として,として,as (in the capacity/role of),,casual-spoken|polite-spoken|written-modern,none,common,N3,particle,,,high,,,B,
to shite wa,to-shite-wa,としては,としては,as for; from the standpoint of ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,particle,to-shite,,high,,,B,
to sugu (ni),to-sugu-ni,とすぐに,とすぐに,as soon as; right after,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,suru-to|sugu,,med,〜とすぐ(に) 'as soon as'; cf tara-sugu,,A,<ya ina ya>
to suru to,to-suru-to,とすると,とすると,assuming that; if we suppose that ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,,,high,,,I,<to naru to>
to tomo ni,to-tomo-ni,とともに,とともに,together with; along with; as ~ (changes),,casual-spoken|polite-spoken|written-modern,none,common,N2,connective,,,high,,,I,<to dōji ni>
to wa,to-wa,とは,とは,what is called ~ (definition); the fact that ~ (exclamatory surprise),,casual-spoken|polite-spoken|written-modern,none,common,N2,particle,,,med,とは definition & exclamatory-surprise (multi-sense),missing_only,A,<koto ni>
to wa ie,to-wa-ie,とはいえ,とはいえ,even so; although; nevertheless,,polite-spoken|written-modern,none,uncommon,N1,connective,,,high,,,A,
to wa kagiranai,to-wa-kagiranai,とは限らない,とはかぎらない,not necessarily ~; not always the case that ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,modality,,,high,,,I,
toka,toka,とか,とか,things like ~; ~ or something (vague listing or hedged statement),,casual-spoken|polite-spoken|written-modern,none,common,N4,particle,,,high,hearsay/uncertain-info 〜とか(で) sense split to toka-2 (external N2 collision-resolution); this node = listing/vague とか,,A|B,<dano>
toki,toki,とき / 時,とき,when ~; at the time that ~ (temporal clause),,casual-spoken|polite-spoken|written-modern,none,essential,N5,connective,,,high,,,A|B|I,<ni atatte/atari> ;; <ori (ni)>
toki (ni) wa,toki-ni-wa,ときには,ときには,at times; sometimes; on occasions when ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,toki,,high,,,I,<tabi ni>
toki ni,toki-ni,ときに,ときに,by the way (topic shift); at the time of ~,,polite-spoken|written-modern,none,uncommon,N2,connective,toki,,med,topic-shift 'by the way' vs temporal 'at the time' — see-alsos <naka o>/<sai (ni)> point to temporal,,A|I,<naka o> ;; <sai (ni)>
toki tama shika 2 nai,tokitama-shika-nai,,,only once in a while; rarely (...しか〜ない emphatic-negative),,casual-spoken|written-modern,none,rare,none,adverbial,shika-nai,,low,OCR garble ('2'); reconstructed as ときたま/たまにしか〜ない from see-also <metta ni~nai>,,A,<metta ni~nai>
tokoro,tokoro,ところ,ところ,the point/moment of an action; just about to / in the middle of / just finished ~,"[{""label"":""about to"",""canonical"":""〜るところ"",""meaning"":""just about to do""},{""label"":""in progress"",""canonical"":""〜ているところ"",""meaning"":""in the middle of doing""},{""label"":""just finished"",""canonical"":""〜たところ"",""meaning"":""have just done""}]",casual-spoken|polite-spoken|written-modern,none,common,N4,nominalizer,ta-form|te-iru,,high,,,I,
tokoro ga,tokoro-ga,ところが,ところが,however; but (contrary to expectation),,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,tokoro,,high,,,I,
tokoro kara,tokoro-kara,ところから,ところから,from the fact that ~; because ~,,written-modern,none,uncommon,N2,connective,tokoro,,med,reconstructed; ところから causal/origin use,,A,
tokorode,tokoro-de,ところで,ところで,by the way (topic shift); even if ~ (futile concession),"[{""label"":""topic shift"",""canonical"":""ところで"",""meaning"":""by the way""},{""label"":""concessive"",""canonical"":""〜たところで"",""meaning"":""even if ~ (it's no use)""}]",casual-spoken|polite-spoken|written-modern,none,common,N3,connective,tokoro,,med,two senses (topic-shift conjunction vs 〜たところで futile-concession); see-also <sate> points to topic-shift,,A,<sate>
toku,toku,〜とく,とく,colloquial contraction of 〜ておく (do in advance / for later),,casual-spoken,none,common,N4,aspect,te-oku,,med,colloquial contraction; see-also <oku>,,B,<oku>
tomo,tomo,とも,とも,of course / certainly (emphatic); even if ~; both/all (with quantifiers),,casual-spoken|written-modern|literary,none,uncommon,N2,particle,,,med,"multi-sense bare romaji (emphatic とも / concessive 〜とも / 〜ども); see-alsos <domo>,<sa>",,A|I,<domo> ;; <sa>
tonikaku,tonikaku,とにかく,とにかく,anyway; in any case; at any rate,,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,high,,,I,<nanishiro>
toriaezu,toriaezu,とりあえず,とりあえず,for now; first of all; without delay,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,,A,<ichiō>
totan (ni),totan-ni,途端(に),とたん(に),the moment that ~; just as ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,ta-form,,high,,,A|I,<ya ina ya>
totemo,totemo,とても,とても,very (affirmative); (not) at all / cannot possibly (with negative),,casual-spoken|polite-spoken|written-modern,none,essential,N5,adverbial,,,high,,,I,<nakanaka>
totemo nai,totemo-nai,とても〜ない,とても〜ない,cannot possibly ~; by no means ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,totemo,,high,negative-pairing sense of とても; possible merge with totemo,,A,
tsui,tsui,つい,つい,unintentionally; before one realizes; just (now/recently),,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,high,,,A,
tsui ni,tsui-ni,ついに,ついに,finally; at last; in the end,,casual-spoken|polite-spoken|written-modern,none,common,N2,adverbial,,,high,,,A,<tōtō>
tsuide ni,tsuide-ni,ついでに,ついでに,while at it; on the occasion of (doing something else),,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,,,high,,,A,
tsuite wa,tsuite-wa,ついては,ついては,regarding ~; therefore / accordingly (formal connective),,polite-spoken|written-modern,none,uncommon,N2,connective,,,med,につき/ついては formal 'regarding/therefore',,I,
tsumari,tsumari,つまり,つまり,in other words; that is to say; in short,,casual-spoken|polite-spoken|written-modern,none,common,N3,connective,,,high,,missing_only,,
tsumori,tsumori,つもり,つもり,intend to ~; be convinced that ~,,casual-spoken|polite-spoken|written-modern,none,essential,N4,modality,,,high,,,I,
tsutsu,tsutsu,つつ,つつ,while ~ing (simultaneous); although / even though (つつも),,written-modern|literary,none,uncommon,N2,connective,masu-stem,,high,てくれる-style literary-leaning; simultaneous vs concessive つつ(も),missing_only,,
tsuzuke da,tsuzuke-da,,,keep on ~ing / left in a continuing state,,casual-spoken|written-modern,none,rare,none,aspect,tsuzukeru,,low,OCR-uncertain; see-also <-ppanashi>; possible merge with tsuzukeru / っぱなし,,I,<-ppanashi>
tsuzukeru,tsuzukeru,〜続ける,つづける,continue ~ing; keep doing (compound-verb auxiliary),,casual-spoken|polite-spoken|written-modern,none,common,N4,aspect,masu-stem,,high,,,I,<-ppanashi>
ttara,ttara,ったら,ったら,speaking of ~ (exasperated/emphatic topic); as for ~,,casual-spoken,none,common,N2,particle,,,med,colloquial ったら; emphatic-topic vs conditional contraction; see-also <to ieba>,,B,<to ieba>
tōri (ni),toori-ni,通り(に),とおり(に),just as ~; in the way that ~,,casual-spoken|polite-spoken|written-modern,none,common,N3,nominalizer,,,high,,,I,
tōtei nai,toutei-nai,とうてい〜ない,とうてい〜ない,cannot possibly ~; by no means ~,,polite-spoken|written-modern,none,uncommon,N2,adverbial,,,med,とうてい with negative; see-also <totemo - nai>,,A,<totemo - nai>
tōtō,toutou,とうとう,とうとう,finally; at last; in the end (often of an inevitable outcome),,casual-spoken|polite-spoken|written-modern,none,common,N3,adverbial,,,high,,,I,<yatto>
tōzen da,touzen-da,当然だ,とうぜんだ,it is natural/obvious that ~; of course,,casual-spoken|polite-spoken|written-modern,none,common,N2,modality,,,med,borderline lexical (当然) but functions as modal evaluation; see-also <mono de wa nai>,,A,<mono de wa nai>
toka de,toka-de,とかで,とかで,because of something like ~ (hedged hearsay reason),,casual-spoken|polite-spoken,none,uncommon,N2,connective,toka,,med,とかで hearsay-reason,,I,
